order_number;arrival;start;end;queue_time;preperation_time;stall;order
8440;20:19:16;20:30:25;20:32:04;00:11:09;00:01:39;italian2;beer/coke/still_water/cava/arrabiata_vegi/pizza_pepperoni/
8441;20:19:26;20:31:43;20:32:08;00:12:17;00:00:25;italian2;aperol_spritz/beer/coke/
8442;20:20:24;20:32:04;20:32:34;00:11:40;00:00:30;italian2;coke/white_wine/cava/spaghetti_bolo/quarter_pizza_pepperoni/
8443;20:20:46;20:32:08;20:32:27;00:11:22;00:00:19;italian2;aperol_spritz/beer/white_wine/pizza_4_cheeses/pizza_pepperoni/
8444;20:21:02;20:32:27;20:33:36;00:11:25;00:01:09;italian2;aperol_spritz/coke/cava/spaghetti_bolo/pizza_pepperoni/
8445;20:21:05;20:32:34;20:34:57;00:11:29;00:02:23;italian2;aperol_spritz/beer/white_wine/
8446;20:22:19;20:32:58;20:36:24;00:10:39;00:03:26;italian2;beer/red_wine/carbonara/arrabiata_vegi/
8447;20:23:19;20:33:36;20:35:18;00:10:17;00:01:42;italian2;beer/
8448;20:23:54;20:34:57;20:37:11;00:11:03;00:02:14;italian2;beer/
8449;20:24:21;20:35:18;20:37:14;00:10:57;00:01:56;italian2;beer/coke/sparkling_water/cava/arrabiata_vegi/quarter_pizza_margherita/
8450;20:24:37;20:36:24;20:37:49;00:11:47;00:01:25;italian2;beer/red_wine/cava/
8451;20:24:52;20:37:11;20:37:31;00:12:19;00:00:20;italian2;red_wine/white_wine/
8452;20:25:13;20:37:14;20:41:13;00:12:01;00:03:59;italian2;red_wine/white_wine/
8453;20:25:47;20:37:31;20:40:14;00:11:44;00:02:43;italian2;beer/red_wine/cava/carbonara/
8454;20:26:11;20:37:49;20:39:00;00:11:38;00:01:11;italian2;aperol_spritz/beer/
8455;20:26:13;20:39:00;20:40:25;00:12:47;00:01:25;italian2;aperol_spritz/beer/spaghetti_bolo/pizza_margherita/
8456;20:26:33;20:40:14;20:42:14;00:13:41;00:02:00;italian2;aperol_spritz/beer/coke/cava/
8457;20:27:03;20:40:25;20:41:41;00:13:22;00:01:16;italian2;aperol_spritz/beer/arrabiata_vegi/pizza_pepperoni/
8458;20:27:26;20:41:13;20:43:47;00:13:47;00:02:34;italian2;beer/coke/pizza_4_cheeses/pizza_pepperoni/
8459;20:27:40;20:41:41;20:43:29;00:14:01;00:01:48;italian2;beer/spaghetti_bolo/pizza_margherita/
8460;20:29:04;20:42:14;20:44:07;00:13:10;00:01:53;italian2;beer/sparkling_water/garlic_bread/spaghetti_bolo/
8461;20:29:04;20:43:29;20:44:14;00:14:25;00:00:45;italian2;beer/coke/
8462;20:29:58;20:43:47;20:45:26;00:13:49;00:01:39;italian2;aperol_spritz/beer/coke/cava/
8463;20:30:20;20:44:07;20:46:17;00:13:47;00:02:10;italian2;aperol_spritz/beer/
8464;20:30:42;20:44:14;20:45:09;00:13:32;00:00:55;italian2;beer/red_wine/spaghetti_bolo/pizza_margherita/
8465;20:31:21;20:45:09;20:45:28;00:13:48;00:00:19;italian2;beer/red_wine/
8466;20:32:39;20:45:26;20:46:50;00:12:47;00:01:24;italian2;beer/garlic_bread/pizza_pepperoni/
8467;20:32:39;20:45:28;20:46:07;00:12:49;00:00:39;italian2;aperol_spritz/beer/still_water/
8468;20:32:49;20:46:07;20:47:31;00:13:18;00:01:24;italian2;beer/coke/cava/
8469;20:33:13;20:46:17;20:47:40;00:13:04;00:01:23;italian2;beer/still_water/white_wine/
8470;20:33:19;20:46:50;20:49:03;00:13:31;00:02:13;italian2;red_wine/
8471;20:33:34;20:47:31;20:48:16;00:13:57;00:00:45;italian2;white_wine/quarter_pizza_pepperoni/
8472;20:33:39;20:47:40;20:49:10;00:14:01;00:01:30;italian2;aperol_spritz/beer/cava/
8473;20:34:05;20:48:16;20:48:38;00:14:11;00:00:22;italian2;beer/red_wine/
8475;20:34:24;20:48:38;20:49:28;00:14:14;00:00:50;italian2;aperol_spritz/coke/spaghetti_bolo/pizza_margherita/
8476;20:35:07;20:49:03;20:51:14;00:13:56;00:02:11;italian2;beer/coke/still_water/arrabiata_vegi/
8477;20:35:20;20:49:10;20:50:47;00:13:50;00:01:37;italian2;beer/garlic_bread/spaghetti_bolo/pizza_margherita/
8481;20:36:22;20:49:28;20:49:51;00:13:06;00:00:23;italian2;coke/white_wine/cava/spaghetti_bolo/quarter_pizza_margherita/
8482;20:37:05;20:49:51;20:50:17;00:12:46;00:00:26;italian2;beer/still_water/cava/
8483;20:38:40;20:50:17;20:51:18;00:11:37;00:01:01;italian2;beer/spaghetti_bolo/
8485;20:38:45;20:50:47;20:52:12;00:12:02;00:01:25;italian2;aperol_spritz/beer/quarter_pizza_pepperoni/
8486;20:39:12;20:51:14;20:51:37;00:12:02;00:00:23;italian2;beer/white_wine/arrabiata_vegi/
8487;20:39:42;20:51:18;20:52:01;00:11:36;00:00:43;italian2;aperol_spritz/beer/still_water/
8490;20:40:55;20:51:37;20:52:21;00:10:42;00:00:44;italian2;aperol_spritz/cava/garlic_bread/
8491;20:41:16;20:52:01;20:52:59;00:10:45;00:00:58;italian2;beer/garlic_bread/spaghetti_bolo/pizza_pepperoni/
8492;20:43:19;20:52:12;20:53:51;00:08:53;00:01:39;italian2;beer/
8493;20:43:22;20:52:21;20:54:08;00:08:59;00:01:47;italian2;beer/coke/white_wine/
8494;20:43:43;20:52:59;20:54:56;00:09:16;00:01:57;italian2;aperol_spritz/white_wine/garlic_bread/carbonara/arrabiata_vegi/pizza_pepperoni/
8495;20:44:13;20:53:51;20:55:47;00:09:38;00:01:56;italian2;aperol_spritz/beer/red_wine/white_wine/
8496;20:44:36;20:54:08;20:55:29;00:09:32;00:01:21;italian2;aperol_spritz/coke/spaghetti_bolo/
8497;20:45:30;20:54:56;20:56:30;00:09:26;00:01:34;italian2;beer/coke/red_wine/spaghetti_bolo/
8498;20:45:46;20:55:29;20:56:13;00:09:43;00:00:44;italian2;beer/white_wine/
8499;20:45:47;20:55:47;20:57:14;00:10:00;00:01:27;italian2;beer/still_water/white_wine/
8500;20:46:00;20:56:13;20:58:35;00:10:13;00:02:22;italian2;beer/spaghetti_bolo/pizza_margherita/
8501;20:47:00;20:56:30;21:00:30;00:09:30;00:04:00;italian2;beer/
8502;20:47:30;20:57:14;20:58:46;00:09:44;00:01:32;italian2;cava/spaghetti_bolo/
8503;20:47:37;20:58:35;21:00:19;00:10:58;00:01:44;italian2;beer/coke/still_water/spaghetti_bolo/pizza_margherita/
8504;20:47:54;20:58:46;20:59:54;00:10:52;00:01:08;italian2;beer/red_wine/spaghetti_bolo/pizza_margherita/
8505;20:47:54;20:59:54;21:01:14;00:12:00;00:01:20;italian2;beer/coke/white_wine/pizza_pepperoni/
8506;20:48:50;21:00:19;21:00:42;00:11:29;00:00:23;italian2;aperol_spritz/beer/
8507;20:49:01;21:00:30;21:01:09;00:11:29;00:00:39;italian2;cava/carbonara/arrabiata_vegi/pizza_pepperoni/
8508;20:49:15;21:00:42;21:01:02;00:11:27;00:00:20;italian2;beer/still_water/quarter_pizza_4_cheeses/quarter_pizza_pepperoni/
8509;20:49:28;21:01:02;21:03:19;00:11:34;00:02:17;italian2;beer/coke/red_wine/cava/arrabiata_vegi/pizza_pepperoni/
8510;20:49:47;21:01:09;21:01:29;00:11:22;00:00:20;italian2;beer/
8511;20:50:25;21:01:14;21:02:21;00:10:49;00:01:07;italian2;beer/coke/red_wine/spaghetti_bolo/
8512;20:51:02;21:01:29;21:02:01;00:10:27;00:00:32;italian2;coke/red_wine/spaghetti_bolo/pizza_margherita/
8513;20:51:43;21:02:01;21:03:43;00:10:18;00:01:42;italian2;aperol_spritz/quarter_pizza_pepperoni/
8514;20:51:56;21:02:21;21:02:57;00:10:25;00:00:36;italian2;beer/
8515;20:52:04;21:02:57;21:03:52;00:10:53;00:00:55;italian2;beer/coke/cava/arrabiata_vegi/pizza_margherita/
8516;20:52:11;21:03:19;21:05:11;00:11:08;00:01:52;italian2;beer/coke/red_wine/quarter_pizza_margherita/
8517;20:53:11;21:03:43;21:03:51;00:10:32;00:00:08;italian2;coke/pizza_margherita/
8518;20:54:21;21:03:51;21:05:32;00:09:30;00:01:41;italian2;aperol_spritz/beer/still_water/red_wine/spaghetti_bolo/
8519;20:54:35;21:03:52;21:05:09;00:09:17;00:01:17;italian2;still_water/garlic_bread/spaghetti_bolo/pizza_pepperoni/
8520;20:55:08;21:05:09;21:07:25;00:10:01;00:02:16;italian2;cava/spaghetti_bolo/
8521;20:55:14;21:05:11;21:06:34;00:09:57;00:01:23;italian2;aperol_spritz/beer/coke/pizza_margherita/
8522;20:56:05;21:05:32;21:07:12;00:09:27;00:01:40;italian2;beer/
8523;20:56:08;21:06:34;21:08:46;00:10:26;00:02:12;italian2;cava/spaghetti_bolo/pizza_margherita/
8524;20:56:55;21:07:12;21:07:44;00:10:17;00:00:32;italian2;white_wine/
8525;20:56:56;21:07:25;21:08:11;00:10:29;00:00:46;italian2;aperol_spritz/beer/cava/
8526;20:57:21;21:07:44;21:10:04;00:10:23;00:02:20;italian2;beer/white_wine/garlic_bread/carbonara/pizza_margherita/
8527;20:58:21;21:08:11;21:10:08;00:09:50;00:01:57;italian2;beer/
8528;20:58:23;21:08:46;21:09:39;00:10:23;00:00:53;italian2;beer/white_wine/cava/spaghetti_bolo/pizza_pepperoni/
8529;20:58:52;21:09:39;21:10:21;00:10:47;00:00:42;italian2;aperol_spritz/red_wine/white_wine/
8531;20:59:01;21:10:04;21:12:44;00:11:03;00:02:40;italian2;beer/coke/still_water/white_wine/cava/garlic_bread/spaghetti_bolo/
8532;20:59:03;21:10:08;21:11:50;00:11:05;00:01:42;italian2;aperol_spritz/beer/coke/white_wine/cava/
8533;20:59:57;21:10:21;21:12:26;00:10:24;00:02:05;italian2;beer/white_wine/spaghetti_bolo/quarter_pizza_margherita/
8534;21:01:20;21:11:50;21:14:40;00:10:30;00:02:50;italian2;beer/white_wine/pizza_margherita/
8535;21:01:29;21:12:26;21:14:08;00:10:57;00:01:42;italian2;aperol_spritz/beer/coke/red_wine/
8536;21:02:30;21:12:44;21:14:46;00:10:14;00:02:02;italian2;aperol_spritz/beer/coke/still_water/red_wine/cava/
8537;21:02:46;21:14:08;21:16:30;00:11:22;00:02:22;italian2;still_water/carbonara/pizza_4_cheeses/
8538;21:04:34;21:14:40;21:15:17;00:10:06;00:00:37;italian2;beer/white_wine/
8539;21:04:47;21:14:46;21:17:06;00:09:59;00:02:20;italian2;beer/
8540;21:05:00;21:15:17;21:16:29;00:10:17;00:01:12;italian2;beer/spaghetti_bolo/pizza_margherita/
8541;21:05:06;21:16:29;21:17:30;00:11:23;00:01:01;italian2;beer/red_wine/
8542;21:05:29;21:16:30;21:18:58;00:11:01;00:02:28;italian2;aperol_spritz/beer/red_wine/white_wine/cava/arrabiata_vegi/pizza_pepperoni/
8543;21:06:38;21:17:06;21:19:40;00:10:28;00:02:34;italian2;beer/red_wine/pizza_margherita/
8544;21:08:16;21:17:30;21:18:38;00:09:14;00:01:08;italian2;beer/
8545;21:08:51;21:18:38;21:20:18;00:09:47;00:01:40;italian2;beer/still_water/red_wine/white_wine/
8546;21:09:02;21:18:58;21:22:35;00:09:56;00:03:37;italian2;white_wine/cava/
8547;21:09:09;21:19:40;21:20:48;00:10:31;00:01:08;italian2;beer/red_wine/cava/quarter_pizza_4_cheeses/quarter_pizza_pepperoni/
8548;21:09:25;21:20:18;21:22:42;00:10:53;00:02:24;italian2;aperol_spritz/beer/still_water/sparkling_water/white_wine/
8549;21:09:27;21:20:48;21:23:14;00:11:21;00:02:26;italian2;coke/white_wine/
8550;21:09:38;21:22:35;21:23:48;00:12:57;00:01:13;italian2;beer/still_water/
8551;21:09:45;21:22:42;21:24:59;00:12:57;00:02:17;italian2;aperol_spritz/beer/white_wine/cava/pizza_pepperoni/
8552;21:09:50;21:23:14;21:26:12;00:13:24;00:02:58;italian2;beer/quarter_pizza_margherita/
8553;21:10:38;21:23:48;21:27:46;00:13:10;00:03:58;italian2;beer/coke/white_wine/
8554;21:11:40;21:24:59;21:26:16;00:13:19;00:01:17;italian2;aperol_spritz/beer/red_wine/arrabiata_vegi/quarter_pizza_pepperoni/
8555;21:12:19;21:26:12;21:27:47;00:13:53;00:01:35;italian2;beer/still_water/
8556;21:12:51;21:26:16;21:28:12;00:13:25;00:01:56;italian2;beer/coke/white_wine/
8557;21:13:17;21:27:46;21:28:15;00:14:29;00:00:29;italian2;beer/coke/carbonara/
8558;21:13:21;21:27:47;21:28:54;00:14:26;00:01:07;italian2;still_water/cava/
8559;21:13:30;21:28:12;21:30:44;00:14:42;00:02:32;italian2;aperol_spritz/beer/white_wine/
8560;21:13:33;21:28:15;21:29:15;00:14:42;00:01:00;italian2;beer/
8561;21:14:18;21:28:54;21:30:40;00:14:36;00:01:46;italian2;aperol_spritz/beer/red_wine/cava/carbonara/
8562;21:14:28;21:29:15;21:30:44;00:14:47;00:01:29;italian2;beer/spaghetti_bolo/quarter_pizza_margherita/
8563;21:14:36;21:30:40;21:33:50;00:16:04;00:03:10;italian2;aperol_spritz/beer/red_wine/white_wine/spaghetti_bolo/quarter_pizza_pepperoni/
8564;21:14:42;21:30:44;21:31:03;00:16:02;00:00:19;italian2;beer/coke/
8565;21:14:46;21:30:44;21:33:41;00:15:58;00:02:57;italian2;beer/red_wine/spaghetti_bolo/pizza_margherita/
8566;21:14:47;21:31:03;21:32:20;00:16:16;00:01:17;italian2;aperol_spritz/coke/white_wine/arrabiata_vegi/
8567;21:14:53;21:32:20;21:34:47;00:17:27;00:02:27;italian2;beer/
8568;21:16:38;21:33:41;21:35:29;00:17:03;00:01:48;italian2;coke/carbonara/
8569;21:17:09;21:33:50;21:34:24;00:16:41;00:00:34;italian2;beer/coke/red_wine/
8572;21:17:50;21:34:24;21:36:11;00:16:34;00:01:47;italian2;beer/
8576;21:18:40;21:34:47;21:36:57;00:16:07;00:02:10;italian2;cava/
8578;21:19:04;21:35:29;21:36:53;00:16:25;00:01:24;italian2;aperol_spritz/beer/coke/white_wine/carbonara/
8580;21:19:26;21:36:11;21:39:10;00:16:45;00:02:59;italian2;aperol_spritz/beer/red_wine/arrabiata_vegi/
8585;21:20:37;21:36:53;21:39:00;00:16:16;00:02:07;italian2;aperol_spritz/white_wine/
8586;21:21:06;21:36:57;21:38:51;00:15:51;00:01:54;italian2;aperol_spritz/beer/still_water/cava/spaghetti_bolo/pizza_margherita/
8589;21:21:48;21:38:51;21:40:27;00:17:03;00:01:36;italian2;beer/coke/sparkling_water/cava/garlic_bread/spaghetti_bolo/
8592;21:22:42;21:39:00;21:40:39;00:16:18;00:01:39;italian2;aperol_spritz/beer/cava/spaghetti_bolo/pizza_4_cheeses/
8593;21:23:27;21:39:10;21:39:32;00:15:43;00:00:22;italian2;beer/red_wine/white_wine/spaghetti_bolo/quarter_pizza_margherita/
8594;21:23:51;21:39:32;21:43:03;00:15:41;00:03:31;italian2;beer/coke/red_wine/spaghetti_bolo/pizza_margherita/
8596;21:24:58;21:40:27;21:44:09;00:15:29;00:03:42;italian2;beer/sparkling_water/pizza_margherita/
8597;21:25:03;21:40:39;21:41:57;00:15:36;00:01:18;italian2;beer/
8598;21:25:34;21:41:57;21:44:35;00:16:23;00:02:38;italian2;aperol_spritz/beer/white_wine/
8599;21:25:42;21:43:03;21:43:41;00:17:21;00:00:38;italian2;aperol_spritz/beer/quarter_pizza_margherita/
8600;21:25:43;21:43:41;21:46:06;00:17:58;00:02:25;italian2;beer/coke/red_wine/spaghetti_bolo/pizza_pepperoni/
8601;21:27:06;21:44:09;21:44:50;00:17:03;00:00:41;italian2;aperol_spritz/beer/coke/spaghetti_bolo/
8602;21:27:09;21:44:35;21:48:09;00:17:26;00:03:34;italian2;white_wine/
8606;21:28:41;21:44:50;21:47:58;00:16:09;00:03:08;italian2;beer/coke/sparkling_water/red_wine/
8609;21:29:13;21:46:06;21:46:38;00:16:53;00:00:32;italian2;beer/coke/arrabiata_vegi/
8610;21:29:18;21:46:38;21:48:36;00:17:20;00:01:58;italian2;beer/coke/still_water/cava/carbonara/
8611;21:29:20;21:47:58;21:48:56;00:18:38;00:00:58;italian2;beer/coke/red_wine/
8613;21:29:51;21:48:09;21:48:39;00:18:18;00:00:30;italian2;beer/cava/spaghetti_bolo/
8614;21:30:23;21:48:36;21:53:19;00:18:13;00:04:43;italian2;coke/white_wine/cava/arrabiata_vegi/pizza_margherita/
8619;21:32:10;21:48:39;21:50:08;00:16:29;00:01:29;italian2;beer/still_water/red_wine/cava/
8621;21:32:41;21:48:56;21:51:13;00:16:15;00:02:17;italian2;aperol_spritz/beer/cava/
8622;21:33:01;21:50:08;21:51:02;00:17:07;00:00:54;italian2;beer/coke/spaghetti_bolo/quarter_pizza_4_cheeses/
8623;21:34:08;21:51:02;21:52:48;00:16:54;00:01:46;italian2;beer/red_wine/
8624;21:34:11;21:51:13;21:51:26;00:17:02;00:00:13;italian2;beer/spaghetti_bolo/pizza_4_cheeses/
8626;21:34:34;21:51:26;21:52:10;00:16:52;00:00:44;italian2;aperol_spritz/beer/red_wine/white_wine/cava/
8630;21:35:32;21:52:10;21:54:06;00:16:38;00:01:56;italian2;aperol_spritz/beer/coke/carbonara/
8632;21:36:03;21:52:48;21:54:56;00:16:45;00:02:08;italian2;beer/spaghetti_bolo/
8636;21:37:00;21:53:19;21:54:19;00:16:19;00:01:00;italian2;beer/coke/carbonara/arrabiata_vegi/pizza_margherita/
8639;21:38:50;21:54:06;21:54:46;00:15:16;00:00:40;italian2;cava/carbonara/quarter_pizza_margherita/
8640;21:39:16;21:54:19;21:55:43;00:15:03;00:01:24;italian2;beer/
8641;21:39:22;21:54:46;21:55:30;00:15:24;00:00:44;italian2;aperol_spritz/beer/red_wine/arrabiata_vegi/
8643;21:39:42;21:54:56;21:58:01;00:15:14;00:03:05;italian2;aperol_spritz/beer/still_water/white_wine/cava/
8644;21:39:46;21:55:30;21:56:43;00:15:44;00:01:13;italian2;aperol_spritz/beer/arrabiata_vegi/pizza_pepperoni/
8646;21:41:09;21:55:43;21:56:29;00:14:34;00:00:46;italian2;aperol_spritz/beer/cava/arrabiata_vegi/pizza_margherita/
8647;21:42:47;21:56:29;21:59:03;00:13:42;00:02:34;italian2;beer/still_water/
8651;21:43:29;21:56:43;21:57:11;00:13:14;00:00:28;italian2;aperol_spritz/beer/coke/carbonara/quarter_pizza_pepperoni/
8652;21:43:39;21:57:11;22:01:40;00:13:32;00:04:29;italian2;coke/
8656;21:44:33;21:58:01;22:00:17;00:13:28;00:02:16;italian2;beer/coke/cava/
8657;21:44:42;21:59:03;21:59:29;00:14:21;00:00:26;italian2;aperol_spritz/beer/
8658;21:45:32;21:59:29;22:00:56;00:13:57;00:01:27;italian2;coke/still_water/red_wine/
8659;21:45:46;22:00:17;22:00:55;00:14:31;00:00:38;italian2;beer/white_wine/
8661;21:46:54;22:00:55;22:02:51;00:14:01;00:01:56;italian2;aperol_spritz/beer/white_wine/
8663;21:47:38;22:00:56;22:01:30;00:13:18;00:00:34;italian2;cava/spaghetti_bolo/
8664;21:47:51;22:01:30;22:03:38;00:13:39;00:02:08;italian2;coke/spaghetti_bolo/pizza_4_cheeses/pizza_pepperoni/
8666;21:48:10;22:01:40;22:04:36;00:13:30;00:02:56;italian2;beer/spaghetti_bolo/pizza_pepperoni/
8667;21:48:18;22:02:51;22:03:30;00:14:33;00:00:39;italian2;white_wine/carbonara/pizza_pepperoni/
8669;21:49:19;22:03:30;22:06:51;00:14:11;00:03:21;italian2;beer/cava/spaghetti_bolo/pizza_margherita/
8672;21:49:30;22:03:38;22:04:52;00:14:08;00:01:14;italian2;beer/white_wine/
8674;21:49:43;22:04:36;22:06:13;00:14:53;00:01:37;italian2;beer/cava/spaghetti_bolo/pizza_4_cheeses/pizza_pepperoni/
8676;21:50:50;22:04:52;22:06:37;00:14:02;00:01:45;italian2;beer/arrabiata_vegi/pizza_margherita/
8677;21:51:18;22:06:13;22:07:08;00:14:55;00:00:55;italian2;white_wine/carbonara/
8678;21:51:43;22:06:37;22:07:21;00:14:54;00:00:44;italian2;beer/sparkling_water/white_wine/cava/
8679;21:52:00;22:06:51;22:07:11;00:14:51;00:00:20;italian2;beer/coke/red_wine/quarter_pizza_margherita/
8680;21:53:15;22:07:08;22:08:51;00:13:53;00:01:43;italian2;aperol_spritz/coke/still_water/arrabiata_vegi/pizza_margherita/
8681;21:53:26;22:07:11;22:08:10;00:13:45;00:00:59;italian2;beer/carbonara/quarter_pizza_pepperoni/
8682;21:53:31;22:07:21;22:08:14;00:13:50;00:00:53;italian2;aperol_spritz/beer/cava/garlic_bread/
8683;21:53:40;22:08:10;22:08:47;00:14:30;00:00:37;italian2;aperol_spritz/beer/
8684;21:54:27;22:08:14;22:11:04;00:13:47;00:02:50;italian2;beer/coke/cava/garlic_bread/spaghetti_bolo/pizza_4_cheeses/pizza_pepperoni/
8685;21:55:31;22:08:47;22:09:58;00:13:16;00:01:11;italian2;beer/coke/white_wine/
8686;21:56:28;22:08:51;22:10:34;00:12:23;00:01:43;italian2;aperol_spritz/beer/still_water/spaghetti_bolo/
8687;21:56:43;22:09:58;22:12:33;00:13:15;00:02:35;italian2;beer/coke/spaghetti_bolo/pizza_margherita/
8688;21:57:14;22:10:34;22:11:39;00:13:20;00:01:05;italian2;aperol_spritz/beer/coke/red_wine/carbonara/
8689;21:57:36;22:11:04;22:12:25;00:13:28;00:01:21;italian2;beer/red_wine/white_wine/spaghetti_bolo/quarter_pizza_pepperoni/
8693;21:58:01;22:11:39;22:12:48;00:13:38;00:01:09;italian2;beer/still_water/white_wine/
8695;21:59:10;22:12:25;22:13:13;00:13:15;00:00:48;italian2;beer/arrabiata_vegi/quarter_pizza_pepperoni/
8699;22:03:44;22:12:33;22:16:23;00:08:49;00:03:50;italian2;aperol_spritz/beer/coke/still_water/red_wine/cava/
8700;22:04:13;22:12:48;22:14:22;00:08:35;00:01:34;italian2;aperol_spritz/beer/still_water/arrabiata_vegi/
8704;22:06:37;22:13:13;22:15:03;00:06:36;00:01:50;italian2;beer/cava/pizza_margherita/
8705;22:07:51;22:14:22;22:15:54;00:06:31;00:01:32;italian2;beer/coke/
8706;22:08:27;22:15:03;22:17:56;00:06:36;00:02:53;italian2;beer/coke/still_water/white_wine/pizza_margherita/
8707;22:09:06;22:15:54;22:18:00;00:06:48;00:02:06;italian2;coke/still_water/carbonara/
8708;22:09:13;22:16:23;22:17:50;00:07:10;00:01:27;italian2;aperol_spritz/pizza_pepperoni/
8709;22:09:17;22:17:50;22:18:47;00:08:33;00:00:57;italian2;aperol_spritz/beer/coke/still_water/spaghetti_bolo/
8710;22:09:22;22:17:56;22:19:46;00:08:34;00:01:50;italian2;beer/white_wine/pizza_margherita/
8711;22:09:35;22:18:00;22:19:07;00:08:25;00:01:07;italian2;aperol_spritz/beer/
8712;22:09:48;22:18:47;22:19:45;00:08:59;00:00:58;italian2;beer/sparkling_water/white_wine/garlic_bread/
8713;22:10:11;22:19:07;22:22:12;00:08:56;00:03:05;italian2;beer/sparkling_water/cava/spaghetti_bolo/quarter_pizza_margherita/
8714;22:11:01;22:19:45;22:21:22;00:08:44;00:01:37;italian2;still_water/white_wine/carbonara/pizza_margherita/
8715;22:13:12;22:19:46;22:21:05;00:06:34;00:01:19;italian2;white_wine/
8716;22:15:29;22:21:05;22:22:29;00:05:36;00:01:24;italian2;beer/spaghetti_bolo/
8717;22:15:52;22:21:22;22:23:06;00:05:30;00:01:44;italian2;aperol_spritz/beer/still_water/spaghetti_bolo/quarter_pizza_pepperoni/
8718;22:16:45;22:22:12;22:23:28;00:05:27;00:01:16;italian2;beer/white_wine/cava/
8719;22:16:59;22:22:29;22:24:09;00:05:30;00:01:40;italian2;beer/still_water/cava/carbonara/pizza_pepperoni/
8720;22:19:13;22:23:06;22:26:41;00:03:53;00:03:35;italian2;beer/coke/arrabiata_vegi/pizza_4_cheeses/
8721;22:19:48;22:23:28;22:27:06;00:03:40;00:03:38;italian2;aperol_spritz/beer/arrabiata_vegi/
8722;22:20:12;22:24:09;22:24:52;00:03:57;00:00:43;italian2;aperol_spritz/beer/cava/spaghetti_bolo/
8723;22:20:14;22:24:52;22:26:50;00:04:38;00:01:58;italian2;aperol_spritz/beer/pizza_margherita/
8724;22:20:15;22:26:41;22:27:57;00:06:26;00:01:16;italian2;aperol_spritz/beer/white_wine/pizza_pepperoni/
8725;22:20:37;22:26:50;22:27:31;00:06:13;00:00:41;italian2;aperol_spritz/beer/red_wine/
8726;22:21:19;22:27:06;22:28:53;00:05:47;00:01:47;italian2;white_wine/spaghetti_bolo/
8727;22:22:34;22:27:31;22:28:38;00:04:57;00:01:07;italian2;beer/white_wine/cava/
8728;22:23:07;22:27:57;22:28:40;00:04:50;00:00:43;italian2;aperol_spritz/beer/coke/cava/
8729;22:23:17;22:28:38;22:32:56;00:05:21;00:04:18;italian2;coke/red_wine/white_wine/cava/spaghetti_bolo/pizza_margherita/
8730;22:23:22;22:28:40;22:29:26;00:05:18;00:00:46;italian2;beer/coke/still_water/red_wine/garlic_bread/pizza_pepperoni/
8731;22:24:10;22:28:53;22:29:47;00:04:43;00:00:54;italian2;aperol_spritz/
8732;22:24:53;22:29:26;22:31:00;00:04:33;00:01:34;italian2;aperol_spritz/coke/still_water/
8733;22:25:26;22:29:47;22:31:15;00:04:21;00:01:28;italian2;aperol_spritz/still_water/arrabiata_vegi/quarter_pizza_pepperoni/
8734;22:26:24;22:31:00;22:31:27;00:04:36;00:00:27;italian2;beer/coke/garlic_bread/spaghetti_bolo/
8735;22:26:26;22:31:15;22:32:12;00:04:49;00:00:57;italian2;aperol_spritz/beer/white_wine/garlic_bread/spaghetti_bolo/
8736;22:28:27;22:31:27;22:33:45;00:03:00;00:02:18;italian2;beer/still_water/sparkling_water/garlic_bread/spaghetti_bolo/
8737;22:29:28;22:32:12;22:32:36;00:02:44;00:00:24;italian2;aperol_spritz/beer/coke/sparkling_water/white_wine/spaghetti_bolo/
8738;22:30:45;22:32:36;22:33:50;00:01:51;00:01:14;italian2;beer/cava/spaghetti_bolo/pizza_pepperoni/
8739;22:31:39;22:32:56;22:34:17;00:01:17;00:01:21;italian2;aperol_spritz/beer/coke/red_wine/cava/spaghetti_bolo/
8740;22:31:42;22:33:45;22:35:08;00:02:03;00:01:23;italian2;beer/coke/garlic_bread/
8741;22:32:00;22:33:50;22:35:40;00:01:50;00:01:50;italian2;beer/white_wine/arrabiata_vegi/quarter_pizza_margherita/
8742;22:32:05;22:34:17;22:35:53;00:02:12;00:01:36;italian2;beer/sparkling_water/red_wine/garlic_bread/pizza_margherita/
8743;22:33:29;22:35:08;22:37:05;00:01:39;00:01:57;italian2;beer/red_wine/spaghetti_bolo/pizza_pepperoni/
8744;22:33:45;22:35:40;22:36:21;00:01:55;00:00:41;italian2;aperol_spritz/beer/coke/red_wine/garlic_bread/spaghetti_bolo/
8745;22:33:55;22:35:53;22:37:32;00:01:58;00:01:39;italian2;aperol_spritz/beer/red_wine/
8746;22:35:23;22:36:32;22:38:08;00:01:09;00:01:36;italian2;aperol_spritz/still_water/pizza_pepperoni/
8747;22:36:32;22:37:05;22:39:17;00:00:33;00:02:12;italian2;aperol_spritz/beer/still_water/white_wine/cava/spaghetti_bolo/pizza_margherita/
8748;22:36:44;22:37:35;22:38:41;00:00:51;00:01:06;italian2;aperol_spritz/beer/spaghetti_bolo/pizza_margherita/
8749;22:37:35;22:38:08;22:40:00;00:00:33;00:01:52;italian2;beer/still_water/
8750;22:37:44;22:38:41;22:39:49;00:00:57;00:01:08;italian2;coke/garlic_bread/spaghetti_bolo/quarter_pizza_margherita/
